"","title","area","idep","city","text"
"83","qa manager","informática  telecomunicaciones","la paz","el alto","bairesdev es la empresa líder de desarrollo de software de américa. con más de 1000 empleados trabajando en proyectos alrededor del mundo, un crecimiento anual sostenido de más del 50%, y reconocida por inc. en el top 10 de empresas privadas de mayor crecimiento de silicon valley, bairesdev se ha posicionado como referente en la industria del software, impulsando la transformación digital de algunas de las empresas más importantes en el mundo, como google, rolls-royce, pinterest, ey, siriusxm, motorola & viacomcbs.reconocida por clutch co como una compañía top de servicios tecnológicos b2b, bairesdev cuenta con oficinas en estados unidos, canadá, europa y américa latina y ofrece un entorno de trabajo excepcional donde sus empleados pueden destacarse como profesionales, desarrollándose en equipos multiculturales con horarios flexibles y múltiples oportunidades de crecimiento.  bairesdev tiene como misión ofrecer servicios personalizados de desarrollo de software reconocidos por su excelencia a nivel mundial. la empresa contrata únicamente al top 1% del talento del mercado con el objetivo de crear equipos sólidos que ofrezcan soluciones tecnológicas de principio a fin. prepárate para trabajar en escenarios dinámicos con líderes en la industria y en proyectos altamente innovadores!buscamos un gerente de qa para sumarse al equipo de testing y qa para participar en distintos proyectos conformados por equipos multiculturales distribuidos en todo el mundo. buscamos personas proactivas, dinámicas y team players, con gran capacidad de organización, acostumbradas a manejar múltiples tareas y con marcada atención al detalle. se trata de una excelente oportunidad para aquellos profesionales que busquen desarrollarse en una de las empresas con mayor crecimiento de la industria!estos desarrolladores enfrentaran numerosos desafíos técnicos, por lo cual deberán utilizar tecnologías actuales, involucrarse en el mundo mobile, de aplicaciones web, dispositivos, etc.principales responsabilidades:- gestionar proyectos.- desarrollar estrategias para pruebas de qa.- ejercer un liderazgo técnico.- gestionar personas y manejar equipos de trabajo.¿qué buscamos?- al menos 4 años de experiencia en posiciones similares.- experiencia comprobada en manejo de equipos o liderazgo técnico.- trabajo orientado al cliente.- foco en resolución de problemas.- experiencia trabajando en it.- excelentes habilidades comunicacionales.- experiencia trabajando con python y django. (deseable)- experiencia trabajando con aplicaciones saas en ambientes en la nube (idealmente aws).(deseable)- estudios en ingeniería en sistemas o ciencias de la computación.(deseable)¿qué ofrecemos?- excelente plan de compensación, muy por encima de la media del mercado.- posibilidad de trabajo remoto y con horarios flexibles.- planes de capacitación.- amplias posibilidades de crecimiento y desarrollo profesional gracias a nuestro sistema de mentorship.si está interesado en formar parte de un equipo compuesto por los mejores profesionales y trabajar 100% orientado a objetivos en un entorno innovador, pero con la estructura y los recursos de un líder de mercado multinacional, ¡no dude en postularse!"
"84","react tech lead","informática  telecomunicaciones","santa cruz","santa cruz de la sierra","bairesdev es la empresa líder de desarrollo de software de américa. con más de 1000 empleados trabajando en proyectos alrededor del mundo, un crecimiento anual sostenido de más del 50%, y reconocida por inc. en el top 10 de empresas privadas de mayor crecimiento de silicon valley, bairesdev se ha posicionado como referente en la industria del software, impulsando la transformación digital de algunas de las empresas más importantes en el mundo, como google, rolls-royce, pinterest, ey, siriusxm, motorola & viacomcbs.reconocida por clutch co como una compañía top de servicios tecnológicos b2b, bairesdev cuenta con oficinas en estados unidos, canadá, europa y américa latina y ofrece un entorno de trabajo excepcional donde sus empleados pueden destacarse como profesionales, desarrollándose en equipos multiculturales con horarios flexibles y múltiples oportunidades de crecimiento.  bairesdev tiene como misión ofrecer servicios personalizados de desarrollo de software reconocidos por su excelencia a nivel mundial. la empresa contrata únicamente al top 1% del talento del mercado con el objetivo de crear equipos sólidos que ofrezcan soluciones tecnológicas de principio a fin. prepárate para trabajar en escenarios dinámicos con líderes en la industria y en proyectos altamente innovadores!buscamos líderes técnicos react para sumarse al equipo de desarrollo y participar en distintos proyectos conformados por equipos multiculturales distribuidos en todo el mundo. buscamos personas proactivas, dinámicas y team players, con gran capacidad de organización, acostumbradas a manejar múltiples tareas y con marcada atención al detalle. se trata de una excelente oportunidad para aquellos profesionales que busquen desarrollarse en una de las empresas con mayor crecimiento de la industria!estos desarrolladores enfrentaran numerosos desafíos técnicos, por lo cual deberán utilizar tecnologías actuales, involucrarse en el mundo mobile, de aplicaciones web, dispositivos, etc.principales responsabilidades:- crear un marco para que otros desarrolladores creen aplicaciones. inicialmente, se centró en la construcción de paneles reactivos con una opción para hacer versiones móviles de ellos.- asistir en el entrenamiento y tutoría de otros desarrolladores de react.¿qué buscamos?- 7+ años de experiencia en desarrollo front end con fuertes habilidades en javascript, css3 y html5.- 2+ de experiencia desarrollando aplicaciones web utilizando reactjs, flux, redux, relay, etc.- experiencia con otros frameworks de javascript como angular, backbone, marionette.- experiencia usando es2015 (es6 / es7).- experiencia con líneas de comandos, apis, y performance del lado del cliente.- familiarizado con los conceptos de programación básica, javascript y estructuras de datos, tipos de variables e idiosincrasias.- cómodo utilizando debuggers y trackeo de código.- experiencia comprobable en el uso de jasmine o herramientas similares para testing sobre el front end.¿qué ofrecemos?- excelente plan de compensación, muy por encima de la media del mercado.- posibilidad de trabajo remoto y con horarios flexibles.- planes de capacitación.- amplias posibilidades de crecimiento y desarrollo profesional gracias a nuestro sistema de mentorship.si está interesado en formar parte de un equipo compuesto por los mejores profesionales y trabajar 100% orientado a objetivos en un entorno innovador, pero con la estructura y los recursos de un líder de mercado multinacional, ¡no dude en postularse!"
"85","python architect","informática  telecomunicaciones","la paz","el alto","bairesdev es la empresa líder de desarrollo de software de américa. con más de 1000 empleados trabajando en proyectos alrededor del mundo, un crecimiento anual sostenido de más del 50%, y reconocida por inc. en el top 10 de empresas privadas de mayor crecimiento de silicon valley, bairesdev se ha posicionado como referente en la industria del software, impulsando la transformación digital de algunas de las empresas más importantes en el mundo, como google, rolls-royce, pinterest, ey, siriusxm, motorola & viacomcbs.reconocida por clutch co como una compañía top de servicios tecnológicos b2b, bairesdev cuenta con oficinas en estados unidos, canadá, europa y américa latina y ofrece un entorno de trabajo excepcional donde sus empleados pueden destacarse como profesionales, desarrollándose en equipos multiculturales con horarios flexibles y múltiples oportunidades de crecimiento.  bairesdev tiene como misión ofrecer servicios personalizados de desarrollo de software reconocidos por su excelencia a nivel mundial. la empresa contrata únicamente al top 1% del talento del mercado con el objetivo de crear equipos sólidos que ofrezcan soluciones tecnológicas de principio a fin. prepárate para trabajar en escenarios dinámicos con líderes en la industria y en proyectos altamente innovadores!buscamos arquitectos python para sumarse al equipo de desarrollo y participar en distintos proyectos conformados por equipos multiculturales distribuidos en todo el mundo. buscamos personas proactivas, dinámicas y team players, con gran capacidad de organización, acostumbradas a manejar múltiples tareas y con marcada atención al detalle. se trata de una excelente oportunidad para aquellos profesionales que busquen desarrollarse en una de las empresas con mayor crecimiento de la industria!estos desarrolladores enfrentaran numerosos desafíos técnicos, por lo cual deberán utilizar tecnologías actuales, involucrarse en el mundo mobile, de aplicaciones web, dispositivos, etc.principales responsabilidades:- tomar control total de los proyectos en desarrollo.- armar, en conjunto con el product owner, el plan de arquitectura (incluye modelo de base de datos) y desarrollo del proyecto, incluyendo objetivos con deadlines y métricas claras que serán revisadas periódicamente.- realizar, cuando sea necesario, el análisis funcional de requerimientos de usuario, a modo de nexo entre el cliente y el equipo de desarrollo.- coordinar el equipo para lograr los objetivos planteados en tiempo y forma. gestiónar los recursos humanos incluyendo procesos de entrevista y contratación.¿qué buscamos?- 6 años de experiencia práctica en desarrollo de python y django.- experiencia deseable en el desarrollo con programación orientada a objetos.- 3 años de desarrollo utilizando otros lenguajes de programación.- buenas habilidades con xml y bases de datos relacionales (oracle / ms sql / mysql).- experiencia con ood.¿qué ofrecemos?- excelente plan de compensación, muy por encima de la media del mercado.- posibilidad de trabajo remoto y con horarios flexibles.- planes de capacitación.- amplias posibilidades de crecimiento y desarrollo profesional gracias a nuestro sistema de mentorship.si está interesado en formar parte de un equipo compuesto por los mejores profesionales y trabajar 100% orientado a objetivos en un entorno innovador, pero con la estructura y los recursos de un líder de mercado multinacional, ¡no dude en postularse!"
"86","php architect","informática  telecomunicaciones","santa cruz","santa cruz de la sierra","bairesdev es la empresa líder de desarrollo de software de américa. con más de 1000 empleados trabajando en proyectos alrededor del mundo, un crecimiento anual sostenido de más del 50%, y reconocida por inc. en el top 10 de empresas privadas de mayor crecimiento de silicon valley, bairesdev se ha posicionado como referente en la industria del software, impulsando la transformación digital de algunas de las empresas más importantes en el mundo, como google, rolls-royce, pinterest, ey, siriusxm, motorola & viacomcbs.reconocida por clutch co como una compañía top de servicios tecnológicos b2b, bairesdev cuenta con oficinas en estados unidos, canadá, europa y américa latina y ofrece un entorno de trabajo excepcional donde sus empleados pueden destacarse como profesionales, desarrollándose en equipos multiculturales con horarios flexibles y múltiples oportunidades de crecimiento.  bairesdev tiene como misión ofrecer servicios personalizados de desarrollo de software reconocidos por su excelencia a nivel mundial. la empresa contrata únicamente al top 1% del talento del mercado con el objetivo de crear equipos sólidos que ofrezcan soluciones tecnológicas de principio a fin. prepárate para trabajar en escenarios dinámicos con líderes en la industria y en proyectos altamente innovadores!buscamos arquitectos php para sumarse al equipo de desarrollo y participar en distintos proyectos conformados por equipos multiculturales distribuidos en todo el mundo. buscamos personas proactivas, dinámicas y team players, con gran capacidad de organización, acostumbradas a manejar múltiples tareas y con marcada atención al detalle. se trata de una excelente oportunidad para aquellos profesionales que busquen desarrollarse en una de las empresas con mayor crecimiento de la industria!estos desarrolladores enfrentaran numerosos desafíos técnicos, por lo cual deberán utilizar tecnologías actuales, involucrarse en el mundo mobile, de aplicaciones web, dispositivos, etc.principales responsabilidades:- definir los requisitos del sistema y los requisitos de sw y gestionar la trazabilidad en cooperación con el ingeniero de requisitos del sistema.- definir y documentar la arquitectura para los módulos / componentes sw logrando los rendimientos objetivo.- compartir la arquitectura con el equipo de desarrollo de software.- gestionar la actividad de revisión y documentación de la función sw específica.- apoyar la referencia de características durante las actividades de estimación de esfuerzo.- apoyar al equipo de desarrollo de software durante la fase de depuración.- apoyar el análisis de errores.- definir el plan de pruebas de función (estrategia de pruebas y casos críticos de pruebas).¿qué buscamos?- experiencia relevante como desarrollador para liderar un equipo de programadores php.- gestión del flujo de trabajo, diseño e implementación en todas sus etapas.- colaboración con el equipo de desarrollo en la consecución de desafíos técnicos, upgrades de código, trabajo junto con arquitectos, desarrolladores, analistas de negocio, testers y product owners.- gestión de tiempos del proyecto.- contribución a la preparación de la documentación técnica.- 6+ años de experiencia trabajando con php con fuertes habilidades de front-end.- conocimientos de html5, css3, javascript y frameworks como angular, react, entre otros.- deseable la experiencia con frameworks como zend, laravel, symphony.¿qué ofrecemos?- excelente plan de compensación, muy por encima de la media del mercado.- posibilidad de trabajo remoto y con horarios flexibles.- planes de capacitación.- amplias posibilidades de crecimiento y desarrollo profesional gracias a nuestro sistema de mentorship.si está interesado en formar parte de un equipo compuesto por los mejores profesionales y trabajar 100% orientado a objetivos en un entorno innovador, pero con la estructura y los recursos de un líder de mercado multinacional, ¡no dude en postularse!"
"87","python architect","informática  telecomunicaciones","santa cruz","santa cruz de la sierra","bairesdev es la empresa líder de desarrollo de software de américa. con más de 1000 empleados trabajando en proyectos alrededor del mundo, un crecimiento anual sostenido de más del 50%, y reconocida por inc. en el top 10 de empresas privadas de mayor crecimiento de silicon valley, bairesdev se ha posicionado como referente en la industria del software, impulsando la transformación digital de algunas de las empresas más importantes en el mundo, como google, rolls-royce, pinterest, ey, siriusxm, motorola & viacomcbs.reconocida por clutch co como una compañía top de servicios tecnológicos b2b, bairesdev cuenta con oficinas en estados unidos, canadá, europa y américa latina y ofrece un entorno de trabajo excepcional donde sus empleados pueden destacarse como profesionales, desarrollándose en equipos multiculturales con horarios flexibles y múltiples oportunidades de crecimiento.  bairesdev tiene como misión ofrecer servicios personalizados de desarrollo de software reconocidos por su excelencia a nivel mundial. la empresa contrata únicamente al top 1% del talento del mercado con el objetivo de crear equipos sólidos que ofrezcan soluciones tecnológicas de principio a fin. prepárate para trabajar en escenarios dinámicos con líderes en la industria y en proyectos altamente innovadores!buscamos arquitectos python para sumarse al equipo de desarrollo y participar en distintos proyectos conformados por equipos multiculturales distribuidos en todo el mundo. buscamos personas proactivas, dinámicas y team players, con gran capacidad de organización, acostumbradas a manejar múltiples tareas y con marcada atención al detalle. se trata de una excelente oportunidad para aquellos profesionales que busquen desarrollarse en una de las empresas con mayor crecimiento de la industria!estos desarrolladores enfrentaran numerosos desafíos técnicos, por lo cual deberán utilizar tecnologías actuales, involucrarse en el mundo mobile, de aplicaciones web, dispositivos, etc.principales responsabilidades:- tomar control total de los proyectos en desarrollo.- armar, en conjunto con el product owner, el plan de arquitectura (incluye modelo de base de datos) y desarrollo del proyecto, incluyendo objetivos con deadlines y métricas claras que serán revisadas periódicamente.- realizar, cuando sea necesario, el análisis funcional de requerimientos de usuario, a modo de nexo entre el cliente y el equipo de desarrollo.- coordinar el equipo para lograr los objetivos planteados en tiempo y forma. gestiónar los recursos humanos incluyendo procesos de entrevista y contratación.¿qué buscamos?- 6 años de experiencia práctica en desarrollo de python y django.- experiencia deseable en el desarrollo con programación orientada a objetos.- 3 años de desarrollo utilizando otros lenguajes de programación.- buenas habilidades con xml y bases de datos relacionales (oracle / ms sql / mysql).- experiencia con ood.¿qué ofrecemos?- excelente plan de compensación, muy por encima de la media del mercado.- posibilidad de trabajo remoto y con horarios flexibles.- planes de capacitación.- amplias posibilidades de crecimiento y desarrollo profesional gracias a nuestro sistema de mentorship.si está interesado en formar parte de un equipo compuesto por los mejores profesionales y trabajar 100% orientado a objetivos en un entorno innovador, pero con la estructura y los recursos de un líder de mercado multinacional, ¡no dude en postularse!"
"88","java tech lead","informática  telecomunicaciones","la paz","el alto","bairesdev es la empresa líder de desarrollo de software de américa. con más de 1000 empleados trabajando en proyectos alrededor del mundo, un crecimiento anual sostenido de más del 50%, y reconocida por inc. en el top 10 de empresas privadas de mayor crecimiento de silicon valley, bairesdev se ha posicionado como referente en la industria del software, impulsando la transformación digital de algunas de las empresas más importantes en el mundo, como google, rolls-royce, pinterest, ey, siriusxm, motorola & viacomcbs.reconocida por clutch co como una compañía top de servicios tecnológicos b2b, bairesdev cuenta con oficinas en estados unidos, canadá, europa y américa latina y ofrece un entorno de trabajo excepcional donde sus empleados pueden destacarse como profesionales, desarrollándose en equipos multiculturales con horarios flexibles y múltiples oportunidades de crecimiento.  bairesdev tiene como misión ofrecer servicios personalizados de desarrollo de software reconocidos por su excelencia a nivel mundial. la empresa contrata únicamente al top 1% del talento del mercado con el objetivo de crear equipos sólidos que ofrezcan soluciones tecnológicas de principio a fin. prepárate para trabajar en escenarios dinámicos con líderes en la industria y en proyectos altamente innovadores!buscamos líderes técnicos java para sumarse al equipo de desarrollo y participar en distintos proyectos conformados por equipos multiculturales distribuidos en todo el mundo. buscamos personas proactivas, dinámicas y team players, con gran capacidad de organización, acostumbradas a manejar múltiples tareas y con marcada atención al detalle. se trata de una excelente oportunidad para aquellos profesionales que busquen desarrollarse en una de las empresas con mayor crecimiento de la industria!estos desarrolladores enfrentaran numerosos desafíos técnicos, por lo cual deberán utilizar tecnologías actuales, involucrarse en el mundo mobile, de aplicaciones web, dispositivos, etc.principales responsabilidades:- manejar diferentes módulos de la plataforma, incluyendo diseño, desarrollo e integración.- diseñar y escribir código limpio, robusto, del lado del servidor.- realizar investigación y desarrollo para evaluar nuevas tecnologías, ideas y comunicar valor para la empresa.- trabajar con usuarios de negocios, gerentes de producto, equipos de control de calidad, lanzamiento e interfaz de usuario e ingeniería de plataforma.¿qué buscamos?- 7+ años de experiencia en java.- experiencia en programación de aplicaciones web.- conocimientos de programación orientada a objetos.- capacidad para trabajar con bases relacionales y no relacionales.- dominio avanzado de inglés tanto oral como escrito.¿qué ofrecemos?- excelente plan de compensación, muy por encima de la media del mercado.- posibilidad de trabajo remoto y con horarios flexibles.- planes de capacitación.- amplias posibilidades de crecimiento y desarrollo profesional gracias a nuestro sistema de mentorship.si está interesado en formar parte de un equipo compuesto por los mejores profesionales y trabajar 100% orientado a objetivos en un entorno innovador, pero con la estructura y los recursos de un líder de mercado multinacional, ¡no dude en postularse!"
"89","magento ssr/sr","informática  telecomunicaciones","la paz","el alto","bairesdev es la empresa líder de desarrollo de software de américa. con más de 1000 empleados trabajando en proyectos alrededor del mundo, un crecimiento anual sostenido de más del 50%, y reconocida por inc. en el top 10 de empresas privadas de mayor crecimiento de silicon valley, bairesdev se ha posicionado como referente en la industria del software, impulsando la transformación digital de algunas de las empresas más importantes en el mundo, como google, rolls-royce, pinterest, ey, siriusxm, motorola & viacomcbs.reconocida por clutch co como una compañía top de servicios tecnológicos b2b, bairesdev cuenta con oficinas en estados unidos, canadá, europa y américa latina y ofrece un entorno de trabajo excepcional donde sus empleados pueden destacarse como profesionales, desarrollándose en equipos multiculturales con horarios flexibles y múltiples oportunidades de crecimiento.  bairesdev tiene como misión ofrecer servicios personalizados de desarrollo de software reconocidos por su excelencia a nivel mundial. la empresa contrata únicamente al top 1% del talento del mercado con el objetivo de crear equipos sólidos que ofrezcan soluciones tecnológicas de principio a fin. prepárate para trabajar en escenarios dinámicos con líderes en la industria y en proyectos altamente innovadores!buscamos desarrolladores magento para sumarse al equipo de desarrollo y participar en distintos proyectos conformados por equipos multiculturales distribuidos en todo el mundo. buscamos personas proactivas, dinámicas y team players, con gran capacidad de organización, acostumbradas a manejar múltiples tareas y con marcada atención al detalle. se trata de una excelente oportunidad para aquellos profesionales que busquen desarrollarse en una de las empresas con mayor crecimiento de la industria!estos desarrolladores enfrentaran numerosos desafíos técnicos, por lo cual deberán utilizar tecnologías actuales, involucrarse en el mundo mobile, de aplicaciones web, dispositivos, etc.principales responsabilidades:- hacer prácticas de codificación ordenadas, eficientes y bien documentadas.- explicar conceptos técnicos a los gerentes de proyecto de manera clara y concisa.- tener entusiasmo y ganas de aprender nuevos conceptos y tecnologías.- re-factorizar el código heredado, así como crear características personalizadas y sitios web desde cero.¿qué buscamos?- 6+ años de experiencia trabajando con distintas tecnologías.- 4+ años de experiencia trabajando con la tecnología magento.¿qué ofrecemos?- excelente plan de compensación, muy por encima de la media del mercado.- posibilidad de trabajo remoto y con horarios flexibles.- planes de capacitación.- amplias posibilidades de crecimiento y desarrollo profesional gracias a nuestro sistema de mentorship.si está interesado en formar parte de un equipo compuesto por los mejores profesionales y trabajar 100% orientado a objetivos en un entorno innovador, pero con la estructura y los recursos de un líder de mercado multinacional, ¡no dude en postularse!"
"90","java ssr/sr","informática  telecomunicaciones","cochabamba","cochabamba","bairesdev es la empresa líder de desarrollo de software de américa. con más de 1000 empleados trabajando en proyectos alrededor del mundo, un crecimiento anual sostenido de más del 50%, y reconocida por inc. en el top 10 de empresas privadas de mayor crecimiento de silicon valley, bairesdev se ha posicionado como referente en la industria del software, impulsando la transformación digital de algunas de las empresas más importantes en el mundo, como google, rolls-royce, pinterest, ey, siriusxm, motorola & viacomcbs.reconocida por clutch co como una compañía top de servicios tecnológicos b2b, bairesdev cuenta con oficinas en estados unidos, canadá, europa y américa latina y ofrece un entorno de trabajo excepcional donde sus empleados pueden destacarse como profesionales, desarrollándose en equipos multiculturales con horarios flexibles y múltiples oportunidades de crecimiento.  bairesdev tiene como misión ofrecer servicios personalizados de desarrollo de software reconocidos por su excelencia a nivel mundial. la empresa contrata únicamente al top 1% del talento del mercado con el objetivo de crear equipos sólidos que ofrezcan soluciones tecnológicas de principio a fin. prepárate para trabajar en escenarios dinámicos con líderes en la industria y en proyectos altamente innovadores!buscamos desarrolladores java para sumarse al equipo de desarrollo y participar en distintos proyectos conformados por equipos multiculturales distribuidos en todo el mundo. buscamos personas proactivas, dinámicas y team players, con gran capacidad de organización, acostumbradas a manejar múltiples tareas y con marcada atención al detalle. se trata de una excelente oportunidad para aquellos profesionales que busquen desarrollarse en una de las empresas con mayor crecimiento de la industria!estos desarrolladores enfrentaran numerosos desafíos técnicos, por lo cual deberán utilizar tecnologías actuales, involucrarse en el mundo mobile, de aplicaciones web, dispositivos, etc.principales responsabilidades:- trabajar con equipos de desarrollo de software para reunir requisitos y garantizar que se cumplan las mejores prácticas.- diseñar, implementar y dar soporte a soluciones para el desarrollo de aplicaciones, seguridad, análisis y gestión del rendimiento.- cumplir con los estándares de codificación de seguridad existentes de la industria y verizon que se adhieren para fortalecer el escaneo y otros requisitos de revisión de herramientas de seguridad.- realizar revisiones de código para los miembros junior del equipo y realice revisiones de código de pares para asegurarse de que el código siga los estándares establecidos por los arquitectos.- ejecutar scripts de prueba contra el código para garantizar una entrega de calidad.- resolver problemas de código con urgencia.¿qué buscamos?- 3+ años de experiencia en java.- experiencia en programación de aplicaciones web.- conocimientos de programación orientada a objetos.- capacidad para trabajar con bases relacionales y no relacionales.- dominio avanzado de inglés tanto oral como escrito.¿qué ofrecemos?- excelente plan de compensación, muy por encima de la media del mercado.- posibilidad de trabajo remoto y con horarios flexibles.- planes de capacitación.- amplias posibilidades de crecimiento y desarrollo profesional gracias a nuestro sistema de mentorship.si está interesado en formar parte de un equipo compuesto por los mejores profesionales y trabajar 100% orientado a objetivos en un entorno innovador, pero con la estructura y los recursos de un líder de mercado multinacional, ¡no dude en postularse!"
"91","node ssr/sr","informática  telecomunicaciones","la paz","la paz","bairesdev es la empresa líder de desarrollo de software de américa. con más de 1000 empleados trabajando en proyectos alrededor del mundo, un crecimiento anual sostenido de más del 50%, y reconocida por inc. en el top 10 de empresas privadas de mayor crecimiento de silicon valley, bairesdev se ha posicionado como referente en la industria del software, impulsando la transformación digital de algunas de las empresas más importantes en el mundo, como google, rolls-royce, pinterest, ey, siriusxm, motorola & viacomcbs.reconocida por clutch co como una compañía top de servicios tecnológicos b2b, bairesdev cuenta con oficinas en estados unidos, canadá, europa y américa latina y ofrece un entorno de trabajo excepcional donde sus empleados pueden destacarse como profesionales, desarrollándose en equipos multiculturales con horarios flexibles y múltiples oportunidades de crecimiento.  bairesdev tiene como misión ofrecer servicios personalizados de desarrollo de software reconocidos por su excelencia a nivel mundial. la empresa contrata únicamente al top 1% del talento del mercado con el objetivo de crear equipos sólidos que ofrezcan soluciones tecnológicas de principio a fin. prepárate para trabajar en escenarios dinámicos con líderes en la industria y en proyectos altamente innovadores!buscamos desarrolladores node para sumarse al equipo de desarrollo y participar en distintos proyectos conformados por equipos multiculturales distribuidos en todo el mundo. buscamos personas proactivas, dinámicas y team players, con gran capacidad de organización, acostumbradas a manejar múltiples tareas y con marcada atención al detalle. se trata de una excelente oportunidad para aquellos profesionales que busquen desarrollarse en una de las empresas con mayor crecimiento de la industria!estos desarrolladores enfrentaran numerosos desafíos técnicos, por lo cual deberán utilizar tecnologías actuales, involucrarse en el mundo mobile, de aplicaciones web, dispositivos, etc.principales responsabilidades:- ser el arquitecto de sistemas de backend bandit utilizando las mejores prácticas.- implementar e iterar características de manera táctica y ritmo rápido.- trabajar de manera colaborativa y eficiente en equipos funcionales en un entorno de inicio rápido de etapa temprana.- diseñar, ampliar e implementar api.- tener un alto nivel de calidad de ingeniería a través de revisiones de código, pruebas unitarias, análisis.- crear eficiencias de ingeniería a través de la automatización y el desarrollo de herramientas.- definir procesos de ingeniería para el lanzamiento y lanzamiento de productos.- ayudar a hacer crecer el equipo de ingeniería de clase mundial a través de entrevistas técnicas.¿qué buscamos?- 4+ años de experiencia en desarrollo node.- experiencia en video y hls.- excelente dominio del inglés, tanto oral como escrito.¿qué ofrecemos?- excelente plan de compensación, muy por encima de la media del mercado.- posibilidad de trabajo remoto y con horarios flexibles.- planes de capacitación.- amplias posibilidades de crecimiento y desarrollo profesional gracias a nuestro sistema de mentorship.si está interesado en formar parte de un equipo compuesto por los mejores profesionales y trabajar 100% orientado a objetivos en un entorno innovador, pero con la estructura y los recursos de un líder de mercado multinacional, ¡no dude en postularse!"
"92","ios ssr/sr","informática  telecomunicaciones","la paz","la paz","bairesdev es la empresa líder de desarrollo de software de américa. con más de 1000 empleados trabajando en proyectos alrededor del mundo, un crecimiento anual sostenido de más del 50%, y reconocida por inc. en el top 10 de empresas privadas de mayor crecimiento de silicon valley, bairesdev se ha posicionado como referente en la industria del software, impulsando la transformación digital de algunas de las empresas más importantes en el mundo, como google, rolls-royce, pinterest, ey, siriusxm, motorola & viacomcbs.reconocida por clutch co como una compañía top de servicios tecnológicos b2b, bairesdev cuenta con oficinas en estados unidos, canadá, europa y américa latina y ofrece un entorno de trabajo excepcional donde sus empleados pueden destacarse como profesionales, desarrollándose en equipos multiculturales con horarios flexibles y múltiples oportunidades de crecimiento.  bairesdev tiene como misión ofrecer servicios personalizados de desarrollo de software reconocidos por su excelencia a nivel mundial. la empresa contrata únicamente al top 1% del talento del mercado con el objetivo de crear equipos sólidos que ofrezcan soluciones tecnológicas de principio a fin. prepárate para trabajar en escenarios dinámicos con líderes en la industria y en proyectos altamente innovadores!buscamos desarrolladores ios para sumarse al equipo de desarrollo y participar en distintos proyectos conformados por equipos multiculturales distribuidos en todo el mundo. buscamos personas proactivas, dinámicas y team players, con gran capacidad de organización, acostumbradas a manejar múltiples tareas y con marcada atención al detalle. se trata de una excelente oportunidad para aquellos profesionales que busquen desarrollarse en una de las empresas con mayor crecimiento de la industria!estos desarrolladores enfrentaran numerosos desafíos técnicos, por lo cual deberán utilizar tecnologías actuales, involucrarse en el mundo mobile, de aplicaciones web, dispositivos, etc.principales responsabilidades:- crear excelentes aplicaciones móviles que se integran con los servicios en la nube.- participar en el ciclo de vida completo del desarrollo del producto desde la ideación hasta la entrega y el soporte.- trabajar dentro de un equipo de rápido movimiento para desarrollar diseños nítidos, crear código excelente y llevar productos al mercado rápidamente.- liderar el desarrollo e implementación de nuevas mejoras clave.- ayudar a evolucionar continuamente nuestros procesos y diseños para construir una ventaja competitiva.- crear de maquetas y prototipos para expresar ideas y recopilar comentarios.- compartir sus pensamientos e ideas de manera libre y constructiva, pero también escuche bien a los demás.- crear de las mejores aplicaciones móviles para dispositivos ios y relojes inteligentes.¿qué buscamos?- 3+ años de experiencia desarrollando en ios.- experiencia con objective c o swift.- nivel avanzado de inglés, tanto oral como escrito.¿qué ofrecemos?- excelente plan de compensación, muy por encima de la media del mercado.- posibilidad de trabajo remoto y con horarios flexibles.- planes de capacitación.- amplias posibilidades de crecimiento y desarrollo profesional gracias a nuestro sistema de mentorship.si está interesado en formar parte de un equipo compuesto por los mejores profesionales y trabajar 100% orientado a objetivos en un entorno innovador, pero con la estructura y los recursos de un líder de mercado multinacional, ¡no dude en postularse!"
